id,Title,Date,Permalink,Research Topics,Press Types,Categories,Year,Press Mentions,People Reached,Top Outlets,Notes
3537,CIERA’s Carl Rodriguez Gives TEDx Talk,2016-04-25,https://ciera.northwestern.edu/2016/04/25/cieras-carl-rodriguez-gives-tedx-talk/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories|Northwestern Press,Achievement|Education|Event,2015,0,,"Mashable, CNN, BBC, CNET, Ars Technica, LiveScience (need links)",
3539,CIERA Postdoctoral Fellow Laura Fissel Wins Prestigious Jansky Fellowship,2016-04-22,https://ciera.northwestern.edu/2016/04/22/ciera-postdoctoral-fellow-laura-fissel-wins-prestigious-jansky-fellowship/,Life & Death of Stars|Stellar Dynamics & Stellar Populations,CIERA Stories,Achievement|Science,2015,,,,
3542,Roger Malina Discusses Hybrid Art-Sciences Practices at CIERA Spring Interdisciplinary Colloquium,2016-04-03,https://ciera.northwestern.edu/2016/04/03/roger-malina-discusses-hybrid-art-sciences-practices-at-ciera-spring-interdisciplinary-colloquium/,,CIERA Stories,Event|Interdisciplinary,2015,0,,"•	Space.com, June 16, 2022
•	CNET, June 14, 2022
•	IFL Science, June 14, 2022",
3549,"CIERA’s Vicky Kalogera Named a ""Top Ten Northwestern Professor"" by College Magazine",2016-03-31,https://ciera.northwestern.edu/2016/03/31/cieras-vicky-kalogera-named-a-top-ten-northwestern-professor-by-college-magazine/,,External Press,Achievement,2015,,,,
3551,CIERA’s Shane Larson Leads Gravitational Waves Discussion at Science Café,2016-03-29,https://ciera.northwestern.edu/2016/03/29/cieras-shane-larson-leads-gravitational-waves-discussion-at-science-cafe/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories,Education|Event,2015,,,,
3554,Kick-off of New Outreach Event Series: Astronomy on Tap Chicago,2016-03-01,https://ciera.northwestern.edu/2016/03/01/kick-off-of-new-outreach-event-series-astronomy-on-tap-chicago/,,CIERA Stories,Event|Outreach,2015,33,974324,,
3556,The Chicago Network’s Panel on Space Encourages Girls to Pursue Careers in Science & Technology,2016-02-28,https://ciera.northwestern.edu/2016/02/28/the-chicago-networks-panel-on-space-encourages-girls-to-pursue-careers-in-science-technology/,,CIERA Stories,Event,2015,,,,
3558,"""Chicago Tonight"" Features CIERA's Vicky Kalogera and Shane Larson Discussing Major Research Discovery",2016-02-20,https://ciera.northwestern.edu/2016/02/20/chicago-tonight-features-cieras-vicky-kalogera-and-shane-larson-discussing-major-research-discovery/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories,Event|Outreach,2015,27,1981387,"Space.com, Gizmodo, CNET, Mashable, IFLScience, Yahoo!, MSN",
3562,CIERA Contributes to the Historic First Detection of Gravitational Waves,2016-02-15,https://ciera.northwestern.edu/2016/02/15/ciera-contributes-to-the-historic-first-detection-of-gravitational-waves/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories|External Press|Northwestern Press,Science,2015,31,488149,"CNN, Sky News, New York Post, Independent, Daily Mail, MSN, Fox National, Yahoo! News",
3563,Largest Ever Event for Graduate Student Speaker Series,2016-02-11,https://ciera.northwestern.edu/2016/02/11/largest-ever-event-for-graduate-student-speaker-series/,,CIERA Stories,Education|Event|Outreach,2015,35,3162614,"CNET, Sky and Telescope",
3604,Olivier Guyon Looks to Characterize Habitable Exoplanets: CIERA Winter Interdisciplinary Colloquium,2016-02-04,https://ciera.northwestern.edu/2016/02/04/olivier-guyon-looks-to-characterize-habitable-exoplanets-ciera-winter-interdisciplinary-colloquium/,,CIERA Stories,Event|Interdisciplinary,2015,,,,
3609,CIERA REU Student Eryn Cangi Wins Chambliss Medal for Research Poster at AAS,2016-01-30,https://ciera.northwestern.edu/2016/01/30/ciera-reu-student-eryn-cangi-wins-chambliss-medal-for-research-poster-at-aas/,,CIERA Stories,Achievement|Event,2015,66,379213,,
3612,"CIERA's Geller and Faucher-Giguère Contribute to New Study in ""Nature""",2016-01-29,https://ciera.northwestern.edu/2016/01/29/cieras-geller-and-faucher-giguere-contribute-to-new-study-in-nature/,Stellar Dynamics & Stellar Populations,CIERA Stories,Achievement|Science,2015,0,,"Space.com, Gizmodo, CNET, Mashable, IFLScience, Yahoo!, MSN",Included local evening news feature
3614,New Monthly Night at Dearborn Observatory with CIERA Astronomers,2016-01-27,https://ciera.northwestern.edu/2016/01/27/new-monthly-night-at-dearborn-observatory-with-ciera-astronomers/,,CIERA Stories,Event,2015,,,,
3617,American Astronomical Society to Lead WorldWide Telescope,2016-01-10,https://ciera.northwestern.edu/2016/01/10/american-astronomical-society-to-lead-worldwide-telescope/,,CIERA Stories|External Press,Education|Outreach|Science,2015,55,112419,MSN,
3620,CIERA Grad Student Brings the Stars to Her Hometown,2016-01-05,https://ciera.northwestern.edu/2016/01/05/ciera-grad-student-brings-the-stars-to-her-hometown/,,CIERA Stories,Achievement|Education|Outreach,2015,32,1055,"CNN, Sky News, New York Post, Independent, Daily Mail, MSN, Fox National, Yahoo! News",
3622,Integrated Data Science Certificate in Development at CIERA,2016-01-01,https://ciera.northwestern.edu/2016/01/01/integrated-data-science-certificate-in-development-at-ciera/,,CIERA Stories,Achievement|Data Science & Computing|Education,2015,,,,
3624,AAAS Fellow Jeremy Ward Visits CIERA,2015-12-06,https://ciera.northwestern.edu/2015/12/06/aaas-fellow-jeremy-ward-visits-ciera/,,CIERA Stories,Event,2015,52,5465989,"CNN, Sky News, New York Post, Independent, Daily Mail, MSN, Fox National, Yahoo! News",
3629,CIERA’s Raffaella Margutti Named Sloan Research Fellow,2019-02-19,https://ciera.northwestern.edu/2019/02/19/cieras-raffaella-margutti-named-sloan-research-fellow/,,External Press|Northwestern Press,Achievement,2018,58,5216617,,
3634,New York Times Discusses Importance of ‘Behind the Scenes’ Science,2019-02-20,https://ciera.northwestern.edu/2019/02/20/new-york-times-discusses-importance-of-behind-the-scenes-science/,Gravitational Waves & Multi-Messenger Astronomy,External Press,Interdisciplinary|Science,2018,0,,"•	Space.com, June 16, 2022
•	CNET, June 14, 2022
•	IFL Science, June 14, 2022",
3637,Professors Novak & Sageman Named to 2015 Faculty Honor Roll,2015-11-30,https://ciera.northwestern.edu/2015/11/30/professors-novak-sageman-named-to-2015-faculty-honor-roll/,,CIERA Stories,Achievement,2015,3,5864267,,
3639,CIERA's Shane Larson Participates in Gravitational Wave Google Hangout,2015-11-25,https://ciera.northwestern.edu/2015/11/25/cieras-shane-larson-participates-in-gravitational-wave-google-hangout/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories,Education|Event|Outreach,2015,45,591014,ANI,
3642,CIERA's Shane Larson Joins 2015-2016 WCAS Seminar Series for Staff,2015-11-22,https://ciera.northwestern.edu/2015/11/22/cieras-shane-larson-joins-2015-2016-wcas-seminar-series-for-staff/,Gravitational Waves & Multi-Messenger Astronomy,Northwestern Press,Education|Event,2015,,,,
3644,"CIERA Researchers Geller, Hwang and Rasio Win Award for ""Capturing the Beauty of Science"", in the 2015 Northwestern Scientific Images Contest",2015-11-19,https://ciera.northwestern.edu/2015/11/19/ciera-researchers-geller-hwang-and-rasio-win-award-for-capturing-the-beauty-of-science-in-the-2015-northwestern-scientific-images-contest/,,Northwestern Press,Achievement|Interdisciplinary,2015,,,,
3654,Dennis Lehmkuhl Shares the History of Einstein's Discoveries at CIERA Fall Interdisciplinary Colloquium,2015-11-13,https://ciera.northwestern.edu/2015/11/13/dennis-lehmkuhl-shares-the-history-of-einsteins-discoveries-at-ciera-fall-interdisciplinary-colloquium/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories,Event|Interdisciplinary,2015,51,53531,"•	WTTW, Sept. 12, 2022",
3659,Stargazing with Local Dads and Daughters Outdoors Group,2015-11-11,https://ciera.northwestern.edu/2015/11/11/stargazing-with-local-dads-and-daughters-outdoors-group/,,CIERA Stories,Education|Event|Outreach,2015,36,421322,"•	Science, Oct. 28, 2022
•	Wired, Oct. 26, 2022
•	Scientific American, Oct. 21, 2022
•	South China Morning Post, Oct. 21, 2022
•	CNET, Oct. 20, 2022
•	The Economist, Oct. 19, 2022
•	Business Insider, Oct. 18, 2022
•	CNN, Oct. 18, 2022
•	Salon, Oct. 18, 2022
•	Space.com, Oct. 18, 2022
•	The Times (London), Oct. 18, 2022
•	Axios, Oct. 17, 2022
•	IFL Science, Oct. 17, 2022
•	Mashable, Oct. 17, 2022
•	Forbes, Oct. 14, 2022
•	Gizmodo, Oct. 14, 2022
•	Vice, Oct. 11, 2022",
3661,CIERA's Michelle Paulsen and Katie Breivik Meet U.S. Congressman Bob Dold,2015-11-10,https://ciera.northwestern.edu/2015/11/10/cieras-michelle-paulsen-and-katie-breivik-meet-u-s-congressman-bob-dold/,,CIERA Stories,Event,2015,27,3515718,"Mashable, CNN, BBC, CNET, Ars Technica, LiveScience (need links)",
3663,CIERA Seventh Annual Public Lecture: New Horizons Leader Alan Stern,2015-11-03,https://ciera.northwestern.edu/2015/11/03/ciera-seventh-annual-public-lecture-new-horizons-leader-alan-stern/,Exoplanets & The Solar System,CIERA Stories,Education|Event|Outreach,2015,,,,
3717,CIERA’s Erin Cox Wins NRAO Dissertation Award,2019-02-22,https://ciera.northwestern.edu/2019/02/22/cieras-erin-cox-wins-nrao-dissertation-award/,Exoplanets & The Solar System|Life & Death of Stars,External Press,Achievement,2018,0,,"WGN TV, Chicago Sun-Times, Fox32 Chicago, WTTW Chicago Tonight",
3724,CIERA Professor Wen-Fai Fong Interviewed by Science News,2019-02-25,https://ciera.northwestern.edu/2019/02/25/ciera-professor-wen-fai-fong-interviewed-by-science-news/,Gravitational Waves & Multi-Messenger Astronomy,External Press,Achievement,2018,0,,"CNN, Sky News, New York Post, Independent, Daily Mail, MSN, Fox National, Yahoo! News",
3732,CIERA Director Elected to LSSTC ExecBoard,2015-11-01,https://ciera.northwestern.edu/2015/11/01/ciera-director-elected-to-lsstc-execboard/,,CIERA Stories,Achievement,2015,68,15163,"ABC7, WBEZ",
3735,CIERA Summer Research Student Continues to Communicate Work,2015-10-31,https://ciera.northwestern.edu/2015/10/31/ciera-summer-research-student-continues-to-communicate-work/,Galaxies & Cosmology,CIERA Stories,Education|Event,2015,,,,
3737,Dearborn Observatory Featured in Open House Chicago 2015,2015-10-25,https://ciera.northwestern.edu/2015/10/25/dearborn-observatory-featured-in-open-house-chicago-2015/,,External Press,Event,2015,29,3655438,"Mashable, CNN, BBC, CNET, Ars Technica, LiveScience (need links)",
3739,CIERA Director Awarded Prestigious APS 2016 Bethe Prize,2015-10-20,https://ciera.northwestern.edu/2015/10/20/ciera-director-awarded-prestigious-aps-2016-bethe-prize/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories|External Press|Northwestern Press,Achievement,2015,0,,ANI,
3741,CIERA’s Shane Larson Elected APS Fellow,2015-10-15,https://ciera.northwestern.edu/2015/10/15/cieras-shane-larson-elected-aps-fellow/,,CIERA Stories,Achievement,2015,0,,ANI,Included local evening news feature
3743,2015 Midwest Relativity Meeting Hosted by CIERA,2015-10-05,https://ciera.northwestern.edu/2015/10/05/2015-midwest-relativity-meeting-hosted-by-ciera/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories,Education|Event,2015,39,61424,"•	Space Daily, Aug. 15, 2022",
3746,"CIERA Total Lunar Eclipse Party Helped Hundreds to Experience, Understand Rare Event",2015-09-30,https://ciera.northwestern.edu/2015/09/30/ciera-total-lunar-eclipse-party-helped-hundreds-to-experience-understand-rare-event/,,CIERA Stories,Education|Event|Outreach,2015,110,26097676,"•	Science, Oct. 28, 2022
•	Wired, Oct. 26, 2022
•	Scientific American, Oct. 21, 2022
•	South China Morning Post, Oct. 21, 2022
•	CNET, Oct. 20, 2022
•	The Economist, Oct. 19, 2022
•	Business Insider, Oct. 18, 2022
•	CNN, Oct. 18, 2022
•	Salon, Oct. 18, 2022
•	Space.com, Oct. 18, 2022
•	The Times (London), Oct. 18, 2022
•	Axios, Oct. 17, 2022
•	IFL Science, Oct. 17, 2022
•	Mashable, Oct. 17, 2022
•	Forbes, Oct. 14, 2022
•	Gizmodo, Oct. 14, 2022
•	Vice, Oct. 11, 2022",Included local evening news feature
3755,CIERA Graduate Students Speak at Local High School’s Women in STEM Event,2015-11-25,https://ciera.northwestern.edu/2015/11/25/ciera-graduate-students-speak-at-local-high-schools-women-in-stem-event/,,CIERA Stories,Education|Event|Outreach,2015,,,,
3757,CIERA Director Vicky Kalogera to Join National Committee on Astronomy and Astrophysics,2015-11-22,https://ciera.northwestern.edu/2015/11/22/ciera-director-vicky-kalogera-to-join-national-committee-on-astronomy-and-astrophysics/,Stellar Dynamics & Stellar Populations,CIERA Stories,Achievement,2015,,,,
3758,Boy Scouts and their Families visit Dearborn Observatory as part of NU Athletics STEM & Sports Day,2015-09-13,https://ciera.northwestern.edu/2015/09/13/boy-scouts-and-their-families-visit-dearborn-observatory-as-part-of-nu-athletics-stem-sports-day/,,CIERA Stories,Education|Event|Outreach,2015,21,28836382,"ABC7, WBEZ",Included local evening news feature
3760,CIERA Presentations at RSG Seven Minutes of Science: An Interdisciplinary Symposium,2015-09-12,https://ciera.northwestern.edu/2015/09/12/ciera-presentations-at-rsg-seven-minutes-of-science-an-interdisciplinary-symposium/,,CIERA Stories,Education|Event,2015,,,,
3784,CIERA's 2015 Summer Student Researchers,2015-08-31,https://ciera.northwestern.edu/2015/08/31/cieras-2015-summer-student-researchers/,,CIERA Stories,Education,2014,,,,
3787,CIERA Director Vicky Kalogera Speaks to Office for Research Staff,2015-08-30,https://ciera.northwestern.edu/2015/08/30/ciera-director-vicky-kalogera-speaks-to-office-for-research-staff/,,CIERA Stories,Event,2014,11,6052567,"Mashable, CNN, BBC, CNET, Ars Technica, LiveScience (need links)",
3791,CIERA Study Predicts Detection of More Merging Black Holes Than Previously Thought,2015-07-30,https://ciera.northwestern.edu/2015/07/30/ciera-study-predicts-detection-of-more-merging-black-holes-than-previously-thought/,Black Holes & Dead Stars,CIERA Stories|External Press|Northwestern Press,Science,2014,60,25918923,"Space.com, Gizmodo, CNET, Mashable, IFLScience, Yahoo!, MSN",
3793,Immediate Opening for Graduate Student: CIERA Keck Foundation Grant,2015-07-27,https://ciera.northwestern.edu/2015/07/27/immediate-opening-for-graduate-student-ciera-keck-foundation-grant/,Exoplanets & The Solar System,CIERA Stories,Science,2014,,,,
3795,CIERA Undergraduate Researcher Accepted to Ph.D. Programs,2015-07-22,https://ciera.northwestern.edu/2015/07/22/ciera-undergraduate-researcher-accepted-to-ph-d-programs/,,CIERA Stories,Achievement,2014,5,7488271,"ABC7, WBEZ",
3797,CIERA Research Group Receives Time with Hubble Space Telescope,2015-07-20,https://ciera.northwestern.edu/2015/07/20/ciera-research-group-receives-time-with-hubble-space-telescope/,Galaxies & Cosmology,CIERA Stories|External Press,Achievement|Science,2014,26,1161643,"CNET, Sky and Telescope",
3799,Astronomy Club of the College of DuPage Visits CIERA,2015-07-12,https://ciera.northwestern.edu/2015/07/12/astronomy-club-of-the-college-of-dupage-visits-ciera/,,CIERA Stories,Education|Event,2014,59,446404,"CNN, Sky News, New York Post, Independent, Daily Mail, MSN, Fox National, Yahoo! News",
3801,W.M. Keck Foundation Grant to NU Team Led by CIERA's Hooman Mohseni and Melville P. Ulmer,2015-07-04,https://ciera.northwestern.edu/2015/07/04/w-m-keck-foundation-grant-to-nu-team-led-by-cieras-hooman-mohseni-and-melville-p-ulmer/,Exoplanets & The Solar System,CIERA Stories|External Press,Achievement|Science,2014,63,93486,"CNET, Sky and Telescope",
3803,CIERA Shares with Local Children: Solar Observing and Careers in Astrophysics,2015-06-30,https://ciera.northwestern.edu/2015/06/30/ciera-shares-with-local-children-solar-observing-and-careers-in-astrophysics/,,CIERA Stories,Education|Event|Outreach,2014,0,,"Mashable, CNN, BBC, CNET, Ars Technica, LiveScience (need links)",
3815,"""Astronomy Picture of the Day"" Features Results from SOFIA's HAWC+ Instrument, Developed by a Team including CIERA Astronomers",2019-02-27,https://ciera.northwestern.edu/2019/02/27/astronomy-picture-of-the-day-features-results-from-sofias-hawc-instrument-developed-by-a-team-including-ciera-astronomers/,,External Press,Achievement,2018,48,38521944,,
3817,Local Podcast “Inside the Skev” Explores CIERA Research & Outreach Programs,2019-03-10,https://ciera.northwestern.edu/2019/03/10/local-podcast-inside-the-skev-explores-ciera-research-outreach-programs/,,CIERA Stories,Education|Interdisciplinary|Outreach,2018,23,459301,"•	The Independent, Nov. 21, 2022
•	Space.com, Nov. 25, 2022",
3823,IDEAS Fellows Contribute to New Seismology Citizen Science Project,2019-03-13,https://ciera.northwestern.edu/2019/03/13/ideas-fellows-contribute-to-new-seismology-citizen-science-project/,,External Press|Northwestern Press,Data Science & Computing|Education|Interdisciplinary|Science,2018,,,,
3838,"Student-led Data Expeditions with ""Vault""",2019-03-25,https://ciera.northwestern.edu/2019/03/25/student-led-data-expeditions-with-vault/,,CIERA Stories,Data Science & Computing|Education|Interdisciplinary|Outreach,2018,,,,
3843,Eight New Postdoctoral Researchers Join CIERA,2019-04-01,https://ciera.northwestern.edu/2019/04/01/eight-new-postdoctoral-researchers-join-ciera/,,CIERA Stories,Achievement,2018,,,,
3856,CIERA Graduate Student Michael Zevin Research Featured in AAS Nova,2019-03-28,https://ciera.northwestern.edu/2019/03/28/ciera-graduate-student-michael-zevin-research-featured-in-aas-nova/,Black Holes & Dead Stars|Gravitational Waves & Multi-Messenger Astronomy,External Press,Achievement,2018,98,2021711,"ABC7, WBEZ",
3859,You’re Invited! Humans Needed to Help Find Star Clusters,2019-03-29,https://ciera.northwestern.edu/2019/03/29/youre-invited-humans-needed-to-help-find-star-clusters/,Stellar Dynamics & Stellar Populations,CIERA Stories|External Press,Data Science & Computing|Interdisciplinary|Outreach|Science,2018,26,385291,Cosmos Magazine,
3868,CIERA's Researchers Featured in Gizmodo Ahead of LIGO and Virgo's Resumed Search for Gravitational Waves,2019-04-01,https://ciera.northwestern.edu/2019/04/01/cieras-researchers-featured-in-gizmodo-ahead-of-ligo-and-virgos-resumed-search-for-gravitational-waves/,Gravitational Waves & Multi-Messenger Astronomy,External Press,Science,2018,,,,
3871,Vicky Kalogera Hosts Nobel Laureate Rainer Weiss for 2019 Heilborn Lecture Series,2019-04-02,https://ciera.northwestern.edu/2019/04/02/vicky-kalogera-hosts-nobel-laureate-rainer-weiss-for-2019-heilborn-lecture-series/,,Northwestern Press,Event|Outreach,2018,117,64222,MSN,
3872,Professor Margutti’s Paper Among Top Ten in 2018,2019-04-03,https://ciera.northwestern.edu/2019/04/03/professor-marguttis-paper-among-top-ten-in-2018/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories,Achievement,2018,56,15043971,"ABC7, WBEZ",
3881,Illinois Congressman Visits CIERA,2015-06-27,https://ciera.northwestern.edu/2015/06/27/illinois-congressman-visits-ciera/,,CIERA Stories,Outreach,2014,,,,
3883,CIERA Helps the Adler Planetarium Celebrate the Summer of Science!,2015-06-15,https://ciera.northwestern.edu/2015/06/15/ciera-helps-the-adler-planetarium-celebrate-the-summer-of-science/,,CIERA Stories,Education|Event|Outreach,2014,0,,"•	Space.com, June 16, 2022
•	CNET, June 14, 2022
•	IFL Science, June 14, 2022",
3885,NASA Fellowship Awarded to CIERA Graduate Student Sam Hadden,2015-06-10,https://ciera.northwestern.edu/2015/06/10/nasa-fellowship-awarded-to-ciera-graduate-student-sam-hadden/,Exoplanets & The Solar System,CIERA Stories,Achievement,2014,,,,
3887,CIERA’s Doug Roberts Creates First Video Abstract for an Astrophysical Journal Letters Article,2015-06-05,https://ciera.northwestern.edu/2015/06/05/cieras-doug-roberts-creates-first-video-abstract-for-an-astrophysical-journal-letters-article/,Galaxies & Cosmology,CIERA Stories,Achievement|Science,2014,23,5434721,"Space.com, Gizmodo, CNET, Mashable, IFLScience, Yahoo!, MSN",
3895,CIERA’s Melville P. Ulmer Receives Funding from NASA Innovative Advanced Concepts (NIAC),2015-06-01,https://ciera.northwestern.edu/2015/06/01/cieras-melville-p-ulmer-receives-funding-from-nasa-innovative-advanced-concepts-niac/,,CIERA Stories,Achievement|Interdisciplinary|Science,2014,34,126557,"CNN, Sky News, New York Post, Independent, Daily Mail, MSN, Fox National, Yahoo! News",
3899,Neil deGrasse Tyson Ignites CIERA Annual Public Lecture,2015-05-15,https://ciera.northwestern.edu/2015/05/15/neil-degrasse-tyson-ignites-ciera-annual-public-lecture/,,CIERA Stories,Education|Event|Outreach,2014,,,,
3921,Professor Meyer Highlights Hubble's Contributions to Astronomy Education in CIERA Spring Interdisciplinary Colloquium,2015-04-30,https://ciera.northwestern.edu/2015/04/30/professor-meyer-highlights-hubbles-contributions-to-astronomy-education-in-ciera-spring-interdisciplinary-colloquium/,,CIERA Stories,Education|Event,2014,0,,MSN,
3931,CIERA Fellow Geller Wins First Prize in Data Visualization Challenge,2015-04-29,https://ciera.northwestern.edu/2015/04/29/ciera-fellow-geller-wins-first-prize-in-data-visualization-challenge/,Life & Death of Stars,CIERA Stories,Achievement,2014,84,342230122,"ABC7, WBEZ",
3934,Gravitational Wave Detectors Spot Two Potential Black Hole Collisions in a Week,2019-04-15,https://ciera.northwestern.edu/2019/04/15/gravitational-wave-detectors-spot-two-potential-black-hole-collisions-in-a-week/,Black Holes & Dead Stars|Gravitational Waves & Multi-Messenger Astronomy,External Press,Science,2018,59,752947,ANI,As of 2023-05-09
3939,CIERA Faculty Comment on World’s First Image of a Black Hole,2019-04-16,https://ciera.northwestern.edu/2019/04/16/ciera-faculty-comment-on-worlds-first-image-of-a-black-hole/,Black Holes & Dead Stars,CIERA Stories,Science,2018,,,,
3941,CIERA Co-Sponsors Computational Research Day Poster Session,2015-04-25,https://ciera.northwestern.edu/2015/04/25/ciera-co-sponsors-computational-research-day-poster-session/,,CIERA Stories|Northwestern Press,Event|Interdisciplinary|Science,2014,23,20090,"CNN, Sky News, New York Post, Independent, Daily Mail, MSN, Fox National, Yahoo! News",
3943,Professor Yusef-Zadeh and Colleagues See Evidence of Star Formation Near Galaxy's Supermassive Black Hole,2015-04-24,https://ciera.northwestern.edu/2015/04/24/professor-yusef-zadeh-and-colleagues-see-evidence-of-star-formation-near-galaxys-supermassive-black-hole/,Life & Death of Stars,CIERA Stories,Achievement|Science,2014,,,,
3945,Two NSF Graduate Fellowships Awarded to NU Astronomy Students,2015-04-18,https://ciera.northwestern.edu/2015/04/18/two-nsf-graduate-fellowships-awarded-to-nu-astronomy-students/,Exoplanets & The Solar System,CIERA Stories,Achievement,2014,15,247140,,
3947,"CIERA-based Team Awarded 5-year NSF ""Research Traineeship"" Grant",2015-04-10,https://ciera.northwestern.edu/2015/04/10/ciera-based-team-awarded-5-year-nsf-research-traineeship-grant/,,CIERA Stories|External Press,Achievement|Data Science & Computing|Interdisciplinary,2014,12,670742,"WGN TV, Chicago Sun-Times, Fox32 Chicago, WTTW Chicago Tonight",As of 2023-05-09
3949,CIERA’s Aaron Geller Awarded LSSTC Enabling Science Grant to Fund Undergraduate Research,2019-04-18,https://ciera.northwestern.edu/2019/04/18/cieras-aaron-geller-awarded-lsstc-enabling-science-grant-to-fund-undergraduate-research/,,CIERA Stories,Achievement|Education,2018,,,,
3951,CIERA REU Students Present at 233rd Meeting of the AAS,2019-01-31,https://ciera.northwestern.edu/2019/01/31/ciera-reu-students-present-at-233rd-meeting-of-the-aas/,,CIERA Stories,Education|Event,2018,,,,
3964,CIERA’s Paul Williams on Studying Star Formation in Antarctica,2019-04-19,https://ciera.northwestern.edu/2019/04/19/cieras-paul-williams-on-studying-star-formation-in-antarctica/,Galaxies & Cosmology,CIERA Stories,Science,2018,21,40589589,"Mashable, CNN, BBC, CNET, Ars Technica, LiveScience (need links)",
3970,Middle School Girls on a Mission to Space!,2015-03-31,https://ciera.northwestern.edu/2015/03/31/middle-school-girls-on-a-mission-to-space/,,CIERA Stories,Education|Event|Outreach,2014,,,,
3972,"Dave Meyer to speak at ""A Day With Northwestern 2015""",2015-03-29,https://ciera.northwestern.edu/2015/03/29/dave-meyer-to-speak-at-a-day-with-northwestern-2015/,,CIERA Stories|Northwestern Press,Achievement|Event|Outreach,2014,0,,"Space.com, Gizmodo, CNET, Mashable, IFLScience, Yahoo!, MSN",
3974,CIERA to Welcome Four New Postdocs in Fall 2015,2015-03-19,https://ciera.northwestern.edu/2015/03/19/ciera-to-welcome-four-new-postdocs-in-fall-2015/,,CIERA Stories,Achievement,2014,56,12943827,"CNN, Sky News, New York Post, Independent, Daily Mail, MSN, Fox National, Yahoo! News",
3976,Summer Undergraduate Student Success Stories: CIERA Alumni,2015-03-01,https://ciera.northwestern.edu/2015/03/01/summer-undergraduate-student-success-stories-ciera-alumni/,,CIERA Stories,Education,2014,,,,
3978,CIERA Professors Lithwick and Motter Recognized in NU Research Annual Report,2015-02-28,https://ciera.northwestern.edu/2015/02/28/ciera-professors-lithwick-and-motter-recognized-in-nu-research-annual-report/,Exoplanets & The Solar System,Northwestern Press,Achievement|Data Science & Computing|Interdisciplinary|Science,2014,,,,
3980,From Chemistry Labs to Star Forming Regions in the Galaxy: Astrochemistry at the CIERA Winter Interdisciplinary Colloquium,2015-02-26,https://ciera.northwestern.edu/2015/02/26/from-chemistry-labs-to-star-forming-regions-in-the-galaxy-astrochemistry-at-the-ciera-winter-interdisciplinary-colloquium/,,CIERA Stories,Event|Interdisciplinary,2014,,,,
3991,LSST Project Accepts New Mirror Surfaces,2015-02-27,https://ciera.northwestern.edu/2015/02/27/lsst-project-accepts-new-mirror-surfaces/,,CIERA Stories|External Press,Science,2014,,,,
4006,"Don Geci, CIERA High-School Summer Student, Accepted to Princeton",2015-02-20,https://ciera.northwestern.edu/2015/02/20/don-geci-ciera-high-school-summer-student-accepted-to-princeton/,Exoplanets & The Solar System,CIERA Stories,Achievement,2014,0,,"WGN TV, Chicago Sun-Times, Fox32 Chicago, WTTW Chicago Tonight",Included local evening news feature
4008,CIERA Fellow Chatterjee helps show `Vulcan’ planets follow predictions of new theory,2015-02-17,https://ciera.northwestern.edu/2015/02/17/ciera-fellow-chatterjee-helps-show-vulcan-planets-follow-predictions-of-new-theory/,Exoplanets & The Solar System,CIERA Stories|External Press|Northwestern Press,Science,2014,0,,,
4013,CIERA Graduate Student Meagan Morscher Wins Martin and Beate Block Award,2015-02-05,https://ciera.northwestern.edu/2015/02/05/ciera-graduate-student-meagan-morscher-wins-martin-and-beate-block-award/,Black Holes & Dead Stars,CIERA Stories,Achievement|Event,2014,,,,
4016,Join Einstein Evenings throughout 2015,2015-01-25,https://ciera.northwestern.edu/2015/01/25/join-einstein-evenings-throughout-2015/,,CIERA Stories,Education|Event|Outreach,2014,,,,
4018,Large Synoptic Survey Telescope Project Celebrates Successful Completion of its Unique Mirror,2015-01-11,https://ciera.northwestern.edu/2015/01/11/large-synoptic-survey-telescope-project-celebrates-successful-completion-of-its-unique-mirror/,,CIERA Stories|External Press,Achievement|Event|Science,2014,50,11267804,,
4028,Annual Jamboree Summarizes CIERA's Diverse Research with Postdoc & Graduate Student Talks,2014-12-15,https://ciera.northwestern.edu/2014/12/15/annual-jamboree-summarizes-cieras-diverse-research-with-postdoc-graduate-student-talks/,Galaxies & Cosmology,CIERA Stories,Event,2014,,,,
4036,"CIERA Astronomers Provide Strong Support for The Adler Planetarium Girls do Hack Event Saturday, November 15th",2014-11-16,https://ciera.northwestern.edu/2014/11/16/ciera-astronomers-provide-strong-support-for-the-adler-planetarium-girls-do-hack-event-saturday-november-15th/,,CIERA Stories,Education|Event|Interdisciplinary|Outreach,2014,,,,
4040,A New Infrared Camera for Exoplanet Imaging,2019-04-29,https://ciera.northwestern.edu/2019/04/29/a-new-infrared-camera-for-exoplanet-imaging/,Exoplanets & The Solar System,CIERA Stories,Science,2018,,,,
